ID	type	longitude	latitude
D	d	0	80
S	f	0	0
C1	c	13.276096	-3.385536
C2	c	7.214336	-3.216864
C3	c	4.333728	-3.991936
C4	c	6.809856	-4.204672
C5	c	15.22832	-6.03792
C6	c	6.921312	-3.779872
C7	c	2.135616	-0.15168
C8	c	11.034048	-1.235872
C9	c	4.325504	-2.796832
C10	c	5.9496	-6.255808
C11	c	2.172352	-7.691616
C12	c	1.561088	0.5232
C13	c	15.2304	-4.966592
C14	c	-0.354976	2.608448
C15	c	13.05504	-4.726944
C16	c	11.951744	-4.19296
C17	c	8.607808	-1.178144
C18	c	-0.260256	-3.958528
C19	c	0.63136	-4.689568
C20	c	10.859456	2.173728
C21	c	-1.446976	-3.212128
C22	c	9.526656	-2.099904
C23	c	0.870112	3.374272
C24	c	-0.536672	0.758272
C25	c	5.833344	-2.098144
C26	c	12.728704	-9.004032
C27	c	5.986304	-5.141312
C28	c	12.44208	-0.742432
C29	c	12.566752	-8.25648
C30	c	6.989056	-6.505568
C31	c	5.884704	-5.695232
C32	c	12.50336	-7.577248
C33	c	12.191104	-8.007776
C34	c	10.086176	-3.630624
C35	c	7.742144	-3.669792
C36	c	-0.483168	-4.499936
C37	c	7.255424	1.644448
C38	c	4.919392	-3.043488
C39	c	9.72048	0.18144
C40	c	-0.435584	-7.276608
C41	c	9.564704	-9.863936
C42	c	2.677728	0.24576
C43	c	7.158528	-9.849152
C44	c	5.78368	-3.627616
C45	c	13.949536	-7.306368
C46	c	5.055904	1.319584
C47	c	7.211424	-4.354016
C48	c	15.359712	-3.008288
C49	c	13.98928	-0.721504
C50	c	2.36896	-6.077728
C51	c	-2.248512	-11.472
C52	c	8.152192	-4.80976
C53	c	7.303712	1.898784
C54	c	15.068192	-3.85808
C55	c	2.344832	-4.961792
C56	c	7.74896	-2.568992
C57	c	-2.25952	-0.440544
C58	c	9.69952	-2.271616
C59	c	15.6976	-1.717664
C60	c	11.772448	-2.214752
C61	c	2.64144	2.731168
C62	c	6.527776	-6.011616
C63	c	8.223008	0.887552
C64	c	8.483264	2.119008
C65	c	3.635648	-2.217248
C66	c	-0.115008	-11.401376
C67	c	2.72032	-11.552192
C68	c	0.272832	-7.322176
C69	c	9.287744	-5.674656
C70	c	1.253024	2.755456
C71	c	7.408128	-3.892896
C72	c	4.457152	3.465824
C73	c	3.684192	-8.617728
C74	c	5.45792	-5.752288
C75	c	7.111584	-6.226752
C76	c	13.464064	-2.442304
C77	c	2.490784	-4.892512
C78	c	5.18656	-11.114976
C79	c	10.888672	-7.79552
C80	c	11.22064	-5.853824
C81	c	7.541856	-4.303616
C82	c	4.19712	-0.243808
C83	c	11.898816	-9.16896
C84	c	9.855872	-6.314624
C85	c	14.926464	-4.636256
C86	c	11.294304	-0.824352
C87	c	8.031008	-4.326176
C88	c	7.294272	0.787552
C89	c	13.511072	-3.656576
C90	c	1.711648	-7.204736
C91	c	14.02368	-4.313888
C92	c	8.228128	-10.219424
C93	c	-0.91824	-2.7488
C94	c	6.910432	-6.013152
C95	c	9.986112	2.569568
C96	c	12.477952	-4.007392
C97	c	8.725184	-4.19552
C98	c	4.896352	-1.818304
C99	c	12.60736	-6.728416
C100	c	8.589888	-7.669184
C101	c	7.29472	-6.796352
C102	c	4.288704	-4.681184
C103	c	0.028096	-6.469984
C104	c	15.156576	-3.212288
C105	c	6.277472	-5.97824
C106	c	13.294848	-3.389472
C107	c	13.191488	-5.138592
C108	c	3.402112	-4.791392
C109	c	1.839232	-0.466368
C110	c	7.292224	-1.52688
C111	c	0.657408	0.248288
C112	c	9.973216	-3.915744
C113	c	6.745696	-5.427488
C114	c	2.965952	-9.623072
C115	c	6.02112	-0.034944
C116	c	7.10928	-4.366272
C117	c	4.205408	-1.404
C118	c	8.498848	-9.895168
C119	c	6.607648	2.097824
C120	c	13.086368	-4.08144
C121	c	9.617408	2.442208
C122	c	-0.690368	-5.937984
C123	c	2.91264	-0.477856
C124	c	0.239104	-1.593312
C125	c	12.138624	-8.910816
C126	c	7.207104	-4.494944
C127	c	8.013312	-4.366048
C128	c	13.197184	-9.11536
C129	c	8.212128	-5.62656
C130	c	6.536672	1.889856
C131	c	4.273312	-3.277728
C132	c	13.442208	-5.204448
C133	c	2.10992	0.685952
C134	c	14.75808	-5.122304
C135	c	1.920896	-0.531488
C136	c	5.00688	-2.575584
C137	c	11.176736	2.144352
C138	c	-0.55488	1.169472
C139	c	7.192	-3.219264
C140	c	3.57872	1.72176
C141	c	0.524288	-9.900768
C142	c	-2.83856	-2.273344
C143	c	15.52192	-5.468256
C144	c	3.42016	-6.473216
C145	c	10.040384	-8.767264
C146	c	9.353792	-1.358432
C147	c	4.928992	-0.612224
C148	c	8.723296	-7.289056
C149	c	12.25728	-8.119552
C150	c	5.286656	-7.409984
C151	c	13.385184	-4.441088
C152	c	-0.284544	-7.289632
C153	c	-0.813568	-2.717984
C154	c	-2.119392	-3.005024
C155	c	4.505824	-9.098624
C156	c	3.517664	3.249024
C157	c	4.512512	-8.377792
C158	c	2.344672	-10.291296
C159	c	11.273504	-0.075008
C160	c	10.920288	-6.717184
C161	c	4.47104	-5.535744
C162	c	12.700544	-9.4328
C163	c	3.085056	-8.959488
C164	c	2.129792	-4.862592
C165	c	10.09808	-3.307616
C166	c	-1.2256	-6.083936
C167	c	-2.186624	-10.017728
C168	c	9.928832	1.207008
C169	c	8.215904	-1.184128
C170	c	8.256416	-6.301728
C171	c	3.422336	-3.580096
C172	c	7.924416	-5.625888
C173	c	7.750752	2.756896
C174	c	3.823872	2.165824
C175	c	3.99696	-1.317696
C176	c	12.862592	-8.446304
C177	c	6.26272	-9.858592
C178	c	6.602464	-0.822464
C179	c	10.678816	-4.209472
C180	c	2.609344	-9.050656
C181	c	11.494944	-7.9312
C182	c	15.04512	-5.258496
C183	c	1.417792	-8.908
C184	c	5.683584	-5.729792
C185	c	10.18592	-6.54672
C186	c	13.683584	-5.708
C187	c	7.117184	1.646528
C188	c	9.692832	-0.887008
C189	c	1.488256	0.50224
C190	c	4.360768	-5.935296
C191	c	9.834432	-3.20624
C192	c	0.652896	-5.732896
C193	c	8.337888	-6.60848
C194	c	2.035232	-11.110528
C195	c	6.97856	-1.714336
C196	c	7.361056	-0.3048
C197	c	11.437792	-6.131424
C198	c	14.895072	-5.03824
C199	c	14.5696	-0.27248
C200	c	6.223136	-8.263552
C201	c	-2.19856	-0.3816
C202	c	11.044864	-7.290144
C203	c	6.798912	-0.387104
C204	c	13.843968	1.953024
C205	c	4.333792	-3.289408
C206	c	3.714656	1.55216
C207	c	10.096096	-1.539584
C208	c	16.037376	-2.682752
C209	c	10.867072	-9.901952
C210	c	7.387808	-2.812672
C211	c	9.725184	-3.007104
C212	c	0.597632	2.810624
C213	c	9.165984	-1.87808
C214	c	12.078912	-4.41776
C215	c	14.125728	-7.456032
C216	c	1.391296	0.46304
C217	c	6.074176	-0.831616
C218	c	3.587424	-3.354272
C219	c	0.051136	-8.687872
C220	c	-1.976	-8.57264
C221	c	2.271936	1.3456
C222	c	11.82336	-3.852672
C223	c	14.375424	-7.20416
C224	c	-2.610048	-10.035232
C225	c	8.951072	-2.19728
C226	c	13.171616	-0.202816
C227	c	7.614656	2.247584
C228	c	6.0872	-2.732608
C229	c	16.670432	-4.429472
C230	c	0.388832	-11.166336
