ID	type	longitude	latitude
D	d	0	80
S	f	0	0
C1	c	13.812768	-4.143808
C2	c	7.751008	-3.975136
C3	c	4.8704	-4.750208
C4	c	7.346528	-4.962944
C5	c	15.764992	-6.796192
C6	c	7.457984	-4.538144
C7	c	2.672288	-0.909952
C8	c	11.57072	-1.994144
C9	c	4.862176	-3.555104
C10	c	6.486272	-7.01408
C11	c	2.709024	-8.449888
C12	c	2.09776	-0.235072
C13	c	15.767072	-5.724864
C14	c	0.181696	1.850176
C15	c	13.591712	-5.485216
C16	c	12.488416	-4.951232
C17	c	9.14448	-1.936416
C18	c	0.276416	-4.7168
C19	c	1.168032	-5.44784
C20	c	11.396128	1.415456
C21	c	-0.910304	-3.9704
C22	c	10.063328	-2.858176
C23	c	1.406784	2.616
C24	c	8.487712	-7.66032
C25	c	6.370016	-2.856416
C26	c	13.265376	-9.762304
C27	c	6.522976	-5.899584
C28	c	12.978752	-1.500704
C29	c	13.103424	-9.014752
C30	c	7.525728	-7.26384
C31	c	6.421376	-6.453504
C32	c	13.040032	-8.33552
C33	c	12.727776	-8.766048
C34	c	10.622848	-4.388896
C35	c	8.278816	-4.428064
C36	c	0.053504	-5.258208
C37	c	7.792096	0.886176
C38	c	5.456064	-3.80176
C39	c	10.257152	-0.576832
C40	c	0.101088	-8.03488
C41	c	10.101376	-10.622208
C42	c	3.2144	-0.512512
C43	c	7.6952	-10.607424
C44	c	6.320352	-4.385888
C45	c	14.486208	-8.06464
C46	c	5.592576	0.561312
C47	c	7.748096	-5.112288
C48	c	15.896384	-3.76656
C49	c	14.525952	-1.479776
C50	c	2.905632	-6.836
C51	c	-1.71184	-12.230272
C52	c	8.688864	-5.568032
C53	c	7.840384	1.140512
C54	c	15.604864	-4.616352
C55	c	2.881504	-5.720064
C56	c	8.285632	-3.327264
C57	c	-1.722848	-1.198816
C58	c	10.236192	-3.029888
C59	c	16.234272	-2.475936
C60	c	12.30912	-2.973024
C61	c	3.178112	1.972896
C62	c	7.064448	-6.769888
C63	c	8.75968	0.12928
C64	c	9.019936	1.360736
C65	c	4.17232	-2.97552
C66	c	0.421664	-12.159648
C67	c	3.256992	-12.310464
C68	c	0.809504	-8.080448
C69	c	9.824416	-6.432928
C70	c	1.789696	1.997184
C71	c	7.9448	-4.651168
C72	c	4.993824	2.707552
C73	c	4.220864	-9.376
C74	c	5.994592	-6.51056
C75	c	7.648256	-6.985024
C76	c	14.000736	-3.200576
C77	c	3.027456	-5.650784
C78	c	5.723232	-11.873248
C79	c	11.425344	-8.553792
C80	c	11.757312	-6.612096
C81	c	8.078528	-5.061888
C82	c	4.733792	-1.00208
C83	c	12.435488	-9.927232
C84	c	10.392544	-7.072896
C85	c	15.463136	-5.394528
C86	c	11.830976	-1.582624
C87	c	8.56768	-5.084448
C88	c	7.830944	0.02928
C89	c	14.047744	-4.414848
C90	c	2.24832	-7.963008
C91	c	14.560352	-5.07216
C92	c	8.7648	-10.977696
C93	c	-0.381568	-3.507072
C94	c	7.447104	-6.771424
C95	c	10.522784	1.811296
C96	c	13.014624	-4.765664
C97	c	9.261856	-4.953792
C98	c	5.433024	-2.576576
C99	c	13.144032	-7.486688
C100	c	9.12656	-8.427456
C101	c	7.831392	-7.554624
C102	c	4.825376	-5.439456
C103	c	0.564768	-7.228256
C104	c	15.693248	-3.97056
C105	c	6.814144	-6.736512
C106	c	13.83152	-4.147744
C107	c	13.72816	-5.896864
C108	c	3.938784	-5.549664
C109	c	2.375904	-1.22464
C110	c	7.828896	-2.285152
C111	c	1.19408	-0.509984
C112	c	10.509888	-4.674016
C113	c	7.282368	-6.18576
C114	c	3.502624	-10.381344
C115	c	6.557792	-0.793216
C116	c	7.645952	-5.124544
C117	c	4.74208	-2.162272
C118	c	9.03552	-10.65344
C119	c	7.14432	1.339552
C120	c	13.62304	-4.839712
C121	c	10.15408	1.683936
C122	c	-0.153696	-6.696256
C123	c	3.449312	-1.236128
C124	c	0.775776	-2.351584
C125	c	12.675296	-9.669088
C126	c	7.743776	-5.253216
C127	c	8.549984	-5.12432
C128	c	13.733856	-9.873632
C129	c	8.7488	-6.384832
C130	c	7.073344	1.131584
C131	c	4.809984	-4.036
C132	c	13.97888	-5.96272
C133	c	2.646592	-0.07232
C134	c	15.294752	-5.880576
C135	c	2.457568	-1.28976
C136	c	5.543552	-3.333856
C137	c	11.713408	1.38608
C138	c	-0.018208	0.4112
C139	c	7.728672	-3.977536
C140	c	4.115392	0.963488
C141	c	1.06096	-10.65904
C142	c	-2.301888	-3.031616
C143	c	16.058592	-6.226528
C144	c	3.956832	-7.231488
C145	c	10.577056	-9.525536
C146	c	9.890464	-2.116704
C147	c	5.465664	-1.370496
C148	c	9.259968	-8.047328
C149	c	12.793952	-8.877824
C150	c	5.823328	-8.168256
C151	c	13.921856	-5.19936
C152	c	0.252128	-8.047904
C153	c	-0.276896	-3.476256
C154	c	-1.58272	-3.763296
C155	c	5.042496	-9.856896
C156	c	4.054336	2.490752
C157	c	5.049184	-9.136064
C158	c	2.881344	-11.049568
C159	c	11.810176	-0.83328
C160	c	11.45696	-7.475456
C161	c	5.007712	-6.294016
C162	c	13.237216	-10.191072
C163	c	3.621728	-9.71776
C164	c	2.666464	-5.620864
C165	c	10.634752	-4.065888
C166	c	-0.688928	-6.842208
C167	c	-1.649952	-10.776
C168	c	10.465504	0.448736
C169	c	8.752576	-1.9424
C170	c	8.793088	-7.06
C171	c	3.959008	-4.338368
C172	c	8.461088	-6.38416
C173	c	8.287424	1.998624
C174	c	4.360544	1.407552
C175	c	4.533632	-2.075968
C176	c	13.399264	-9.204576
C177	c	6.799392	-10.616864
C178	c	7.139136	-1.580736
C179	c	11.215488	-4.967744
C180	c	3.146016	-9.808928
C181	c	12.031616	-8.689472
C182	c	15.581792	-6.016768
C183	c	1.954464	-9.666272
C184	c	6.220256	-6.488064
C185	c	10.722592	-7.304992
C186	c	14.220256	-6.466272
C187	c	7.653856	0.888256
C188	c	10.229504	-1.64528
C189	c	2.024928	-0.256032
C190	c	4.89744	-6.693568
C191	c	10.371104	-3.964512
C192	c	1.189568	-6.491168
C193	c	8.87456	-7.366752
C194	c	2.571904	-11.8688
C195	c	7.515232	-2.472608
C196	c	7.897728	-1.063072
C197	c	11.974464	-6.889696
C198	c	15.431744	-5.796512
C199	c	15.106272	-1.030752
C200	c	6.759808	-9.021824
C201	c	-1.661888	-1.139872
C202	c	11.581536	-8.048416
C203	c	7.335584	-1.145376
C204	c	14.38064	1.194752
C205	c	4.870464	-4.04768
C206	c	4.251328	0.793888
C207	c	10.632768	-2.297856
C208	c	16.574048	-3.441024
C209	c	11.403744	-10.660224
C210	c	7.92448	-3.570944
C211	c	10.261856	-3.765376
C212	c	1.134304	2.052352
C213	c	9.702656	-2.636352
C214	c	12.615584	-5.176032
C215	c	14.6624	-8.214304
C216	c	1.927968	-0.295232
C217	c	6.610848	-1.589888
C218	c	4.124096	-4.112544
C219	c	0.587808	-9.446144
C220	c	-1.439328	-9.330912
C221	c	2.808608	0.587328
C222	c	12.360032	-4.610944
C223	c	14.912096	-7.962432
C224	c	-2.073376	-10.793504
C225	c	9.487744	-2.955552
C226	c	13.708288	-0.961088
C227	c	8.151328	1.489312
C228	c	6.623872	-3.49088
C229	c	17.207104	-5.187744
C230	c	0.925504	-11.924608
